text,text_id,targets,spans,target_sentiments,categories,category_sentiments
Possibly the Most Romantic Restaurant in the City,Z#6:0,['Restaurant'],"[[27, 37]]",,,
"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",Z#6:1,['modern Japanese brasserie'],"[[32, 57]]",,,
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",Z#6:2,"['spot', 'unmarked wooden doors', 'décor']","[[60, 64], [85, 106], [129, 134]]",,,
"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",Z#6:3,"['private booths', 'glass ceilings']","[[117, 131], [226, 240]]",,,
It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,Z#6:4,['waiter'],"[[74, 80]]",,,
"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",Z#6:5,['BBE $29 fixe prix menu'],"[[17, 39]]",,,
I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better taste of it.,Z#6:6,,,,,
We started off with a delightful sashimi amuse bouche.,Z#6:7,['sashimi amuse bouche'],"[[33, 53]]",,,
Our first course was Tuna Sashimi with Green Yuzu Sauce.,Z#6:8,,,,,
"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",Z#6:9,"['Grilled Black Cod', 'Grilled Salmon dish']","[[13, 30], [106, 125]]",,,
The entrees were served with miso soup and rice.,Z#6:10,,,,,
The sake’s complimented the courses very well and is successfully easing me into the sake world.,Z#6:11,['sake’s'],"[[4, 10]]",,,
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",Z#6:12,"['frozen black sesame mousse', 'matcha (powdered green tea) and blueberry cheesecake']","[[27, 53], [94, 146]]",,,
"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",Z#6:13,['brasserie'],"[[191, 200]]",,,
"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",Z#6:14,['Zenkichi'],"[[95, 103]]",,,
Terrible would be a compliment!,CLF#6:0,[],[],,,
"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",CLF#6:1,['service'],"[[4, 11]]",,,
"We were 10 people celebrtating a birthday, we sat in the tent.",CLF#6:2,,,,,
We paid a fixed pricce but got nothing!!,CLF#6:3,[],[],,,
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,CLF#6:4,[],[],,,
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",CLF#6:5,"['service', 'drinks', 'pita bread']","[[63, 70], [124, 130], [141, 151]]",,,
Stay away,CLF#6:6,[],[],,,
Great Shabu Shabu,DBG#6:0,['Shabu Shabu'],"[[6, 17]]",,,
"I go here at least once every other week, particularly when it's cold!",DBG#6:1,,,,,
I love it.,DBG#6:2,[],[],,,
To be honest we only ever eat the Shabu Shabu.,DBG#6:3,,,,,
I tried a couple other dishes but wasn't too impressed.,DBG#6:4,['dishes'],"[[23, 29]]",,,
"But for the Shabu Shabu, you won't find much better in NY.",DBG#6:5,['Shabu Shabu'],"[[12, 23]]",,,
In fact there is only one I've tried that even compares (shabu Tatsu) and even then I prefer Dokebi.,DBG#6:6,,,,,
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",DBG#6:7,"['meat', 'sauces', 'kimchi', 'salad', 'meal', 'service']","[[4, 8], [23, 29], [49, 55], [62, 67], [83, 87], [92, 99]]",,,
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,DBG#1:0,"['Korean food', 'fusion twists', 'pork belly tacos']","[[61, 72], [77, 90], [96, 112]]",,,
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",BHD#1:0,"['hot dogs', 'pork croquette sandwich', 'bun']","[[4, 12], [77, 100], [137, 140]]",,,
Restaurant with a view,TR#5:0,['view'],"[[18, 22]]",,,
Celebrated my fathers birthday here.,TR#5:1,,,,,
The food tasted very good.,TR#5:2,['food'],"[[4, 8]]",,,
The family seafood entree was very good.,TR#5:3,['family seafood entree'],"[[4, 25]]",,,
The main entree was also very good.,TR#5:4,['main entree'],"[[4, 15]]",,,
We order a bit of everything on the menu.,TR#5:5,,,,,
"Price is high but the food is good, so I would come back again.",TR#5:6,['food'],"[[22, 26]]",,,
This place doesn't make any sense,Z#7:0,['place'],"[[5, 10]]",,,
Just want to warn you all - don't waste your time and money.,Z#7:1,[],[],,,
"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",Z#7:2,"['decor', 'mirrored walls']","[[29, 34], [57, 71]]",,,
This place is not inviting and the food is totally weird.,Z#7:3,"['place', 'food']","[[5, 10], [35, 39]]",,,
The concept of japanese tapas is newly created and clearly doesn't work.,Z#7:4,['japanese tapas'],"[[15, 29]]",,,
"The food they serve is not comforting, not appetizing and uncooked.",Z#7:5,['food'],"[[4, 8]]",,,
Go to japanese sushi place or Spanish tapas place - this creation in Williamsburg is a misstake.,Z#7:6,,,,,
Good Food,Z#10:0,['Food'],"[[5, 9]]",,,
I went here with my boyfriend for our anniversary.,Z#10:1,,,,,
"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",Z#10:2,"['food', 'sitting space']","[[4, 8], [38, 51]]",,,
Over all it was a very nice romantic place .,Z#10:3,['place'],"[[37, 42]]",,,
I would recommend to ask for a bigger sitting area when you make a reservation (if possible),Z#10:4,,,,,
Loved it,P#7:0,[],[],,,
A coworker and I tried Pacifico after work a few Fridays and loved it.,P#7:1,['Pacifico'],"[[23, 31]]",,,
The atmosphere was great.,P#7:2,['atmosphere'],"[[4, 14]]",,,
"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",P#7:3,"['food', 'margaritas']","[[4, 8], [63, 73]]",,,
"Our waitress wasn't mean, but not especially warm or attentive either.",P#7:4,['waitress'],"[[4, 12]]",,,
"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",P#7:5,['restaurant'],"[[52, 62]]",,,
Maybe it has improved since then?,P#7:6,,,,,
"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",P#7:7,['patio'],"[[89, 94]]",,,
Dumbfoundingly Poor,FF#4:0,[],[],,,
"This was, from start to finish, a mind-bogglingly uncomfortable experience.",FF#4:1,[],[],,,
Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,FF#4:2,[],[],,,
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,FF#4:3,['servers'],"[[4, 11]]",,,
Polite acknowledgement is out;,FF#4:4,[],[],,,
supercilious scorn is in.,FF#4:5,[],[],,,
"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",FF#4:6,[],[],,,
"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",FF#4:7,"['server', 'appetizer']","[[12, 18], [92, 101]]",,,
"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",FF#4:8,['food'],"[[12, 16]]",,,
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",FF#4:9,"['fit-out', 'furnishings', 'wine list']","[[21, 28], [46, 57], [100, 109]]",,,
"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",FF#4:10,[],[],,,
"On that scale, it's a world-beater.",FF#4:11,[],[],,,
How is this palce still open?,FF#3:0,['palce'],"[[12, 17]]",,,
I honestly don't even know where to begin.,FF#3:1,[],[],,,
"My boyfriend and I are avid restaurant goers, and we are always on the lookout for new places and our friend had recommended Flatbush Farms.",FF#3:2,,,,,
"We arrived and were seated immediately, which made us both happy.",FF#3:3,[],[],,,
"We ordered our appetizers, I ordered the chicken and my boyfriend the salmon.",FF#3:4,,,,,
Everything was going good until we got our meals.,FF#3:5,['meals'],"[[43, 48]]",,,
I took one look at the chicken and I was appalled.,FF#3:6,['chicken'],"[[23, 30]]",,,
"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",FF#3:7,['spinach'],"[[61, 68]]",,,
"My boyfriend asked me if I wanted to switch and eat his salmon instead, while he de-skinned the chicken so that I could enjoy the white meat.",FF#3:8,,,,,
"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",FF#3:9,['salmon'],"[[29, 35]]",,,
"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",FF#3:10,['waitress'],"[[19, 27]]",,,
"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",FF#3:11,['spinach'],"[[105, 112]]",,,
I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,FF#3:12,[],[],,,
I've had better chicken at BBQs!!!!,FF#3:13,,,,,
So I decide to report back to the waitress because it was completely inedible.,FF#3:14,[],[],,,
"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",FF#3:15,[],[],,,
"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",FF#3:16,[],[],,,
"No desert menu, no apology, nothing!!!!!!",FF#3:17,[],[],,,
"I was literally going to explode, but instead, my boyfriend took the bill and went to find the manager.",FF#3:18,,,,,
"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",FF#3:19,['manager'],"[[45, 52]]",,,
"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",FF#3:20,[],[],,,
We refused to pay for it because at this point it had nothing to do with the food anymore.,FF#3:21,,,,,
The level of rudeness was preposterous.,FF#3:22,[],[],,,
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",FF#3:23,"['manager', 'drinks', 'appetizers']","[[4, 11], [101, 107], [112, 122]]",,,
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,FF#3:24,[],[],,,
THIS STAFF SHOULD BE FIRED.,FF#3:25,['STAFF'],"[[5, 10]]",,,
cirspy crust margherita pizza,EVPK#9:0,['margherita pizza'],"[[13, 29]]",,,
we have been there 3 times since last week we alked it by chance first day the manager offerd us the margherita pizza adn we said yes.,EVPK#9:1,,,,,
it was really good pizza.,EVPK#9:2,['pizza'],"[[19, 24]]",,,
the crust was imazingly cooked well and pizza was fully loaded:):):),EVPK#9:3,"['crust', 'pizza']","[[4, 9], [40, 45]]",,,
you know what i mean all the positives things happening there made mw write this review.,EVPK#9:4,[],[],,,
Single Worst Restaurant in Manhattan,CLF#4:0,['Restaurant'],"[[13, 23]]",,,
"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",CLF#4:1,"['decor', 'pita', 'hummus', 'grilled octopus']","[[44, 49], [56, 60], [65, 71], [77, 92]]",,,
Moving on.,CLF#4:2,,,,,
If I could give 0 stars I would do so for this place.,CLF#4:3,['place'],"[[47, 52]]",,,
Casa La Femme is to middle eastern dining what Chuckie Cheeze is to italian.,CLF#4:4,,,,,
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,CLF#4:5,[],[],,,
Well...they can run but they can't hide.,CLF#4:6,[],[],,,
I live in the West Village and I've been to a lot of restaurants.,CLF#4:7,,,,,
"Sometimes you pay a lot and don't get much in return - it's manhattan, things are expensive.",CLF#4:8,,,,,
"However, most of them are at least prompt and pleasant.",CLF#4:9,,,,,
This place...god where do i begin.,CLF#4:10,['place'],"[[5, 10]]",,,
It is quite a spectacular scene i'll give them that.,CLF#4:11,['scene'],"[[26, 31]]",,,
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,CLF#4:12,"['decor', 'eggplant']","[[4, 9], [110, 118]]",,,
"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",CLF#4:13,['place'],"[[9, 14]]",,,
Great Hot Dogs!,BHD#4:0,['Hot Dogs'],"[[6, 14]]",,,
I've made the trip out here a few times with a friend who lives nearby (I live on UWS).,BHD#4:1,,,,,
"Though it's been crowded most times I've gone here, Bark always delivers on their food.",BHD#4:2,"['Bark', 'food']","[[52, 56], [82, 86]]",,,
"The hot dogs are top notch, and they're Slamwich is amazing!",BHD#4:3,"['hot dogs', 'Slamwich']","[[4, 12], [40, 48]]",,,
